algo,seed,evaluation,timestamp,wall_time_s,t_env_ms,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,loss_critic,loss_actor,alpha,update_time_ms,loss_critic1,loss_critic2
SAC,295,1,1757777666.173119,5.5574052080046386,5546.809833031148,4.55538334306549,0.26631407141068475,2.4555373121732944,2.0677227743415565,1.779687781236041,2.437673,2.62,3.22,4.09,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,2,1757777671.746103,5.572911416995339,5560.297374962829,4.5816626257958255,0.3675034735873427,2.539670373443613,2.2744692403113147,1.9779895101456417,2.097108,3.82,4.66,6.22,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,3,1757777677.300531,5.5543973330641165,5549.993166001514,4.329664997136424,0.21870626117223305,1.2900228041034638,0.8327150787362332,0.5306652059903072,1.7341,5.77,14.11,34.73,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,4,1757777682.840725,5.540144874947146,5532.08420809824,4.90417812604064,0.2895601861057272,2.4271127386778963,1.989106557055393,1.8140446186624382,2.401753,2.68,3.46,4.03,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,5,1757777688.500801,5.660043874988332,5654.446583008394,5.106536668495467,0.2186409377087621,1.4315967854629297,1.2571768290488703,1.0308014098766345,2.483098,3.5,4.37,6.55,0.422816810351641,2,0.0,0.0,interaction,,,,,,
SAC,295,6,1757777694.037193,5.536369625013322,5531.7543329438195,5.035814151375654,0.2746754386639124,1.1139258389643791,0.9769251764324024,0.5480313302927293,1.634411,9.19,11.95,37.96,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,7,1757777699.588361,5.5511344579281285,5545.464708004147,5.09067471686072,0.35421660523041015,1.6906552308908973,1.4723416256971684,1.116245186830541,1.715394,6.42,8.56,14.9,0.9999999999999283,1,2.1543340013113403,0.9999999999995358,interaction,,,,,,
SAC,295,8,1757777705.112339,5.52394970797468,5518.826041952707,5.14739983404975,0.24275538048145204,1.9395920928380315,1.7958959636970153,1.6387325169211797,2.087063,2.68,2.91,3.3,1.0,1,inf,1.0,interaction,,,,,,
SAC,295,9,1757777710.675593,5.563187250052579,5521.559666027315,5.360609280003525,0.3688199768434066,1.450405189695303,1.2292612450971236,1.0195807282605294,1.642772,8.62,12.01,17.46,0.9616692458411662,1,1.2874174586661546,0.751689750491876,interaction,,,,,,
SAC,295,10,1757777716.7231512,6.0475271249888465,6039.4842909881845,4.410891372513188,0.34388616201457534,2.8753582886557423,2.69611879075953,2.245831032319775,2.317333,3.03,3.32,4.53,0.422816810351641,2,0.0,0.0,interaction,,,,,,
