run_id,run_index,experiment,algo,seed,evaluation,timestamp,t_env_ms,wall_time_s,p1_final_drive_ratio,p2_roll_radius,p3_gear3_diff,p4_gear4_diff,p5_gear5,consumption,ela3,ela4,ela5,reward,rank,cd_raw,cd_tilde,phase,worker_id,rollout_id,loss_actor,loss_critic,entropy_mean,total_loss,update_time_ms,budget,executable_name,start_ts,end_ts
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,1.0,1757954252.669572,1992.2806669492275,37.4885371660348,4.133989540144401,0.27422585396634735,2.42868567405101,1.9976866604852805,1.5458102982421877,2.159781,3.06,4.17,7.03,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,4.0,1757954252.676594,1995.3027499141172,37.4885371660348,3.3295043423222843,0.3434864439157925,1.7076283754316497,1.398116918590602,0.946892077847965,1.360376,13.99,20.88,45.48,1.0,1.0,inf,1.0,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,6.0,1757954253.3185742,626.6730420757085,37.4885371660348,4.435876519937044,0.2875105524764515,2.8114516432666736,2.3727495386208606,1.896072026598911,2.447848,2.54,3.06,4.4,1.0,1.0,inf,1.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,5.0,1757954253.319233,631.9428340066224,37.4885371660348,4.69566560107769,0.39994684754860654,3.2499533112732646,2.7499533114070616,2.249956601404506,2.244851,2.91,3.7,5.37,0.8234648960978505,1.0,0.4366218467807479,0.11732448048925205,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,7.0,1757954253.965695,637.2351670870557,37.4885371660348,4.447727626577528,0.3736361737219997,2.5265398379117863,2.0689991721158605,1.658199636648934,1.838499,4.18,6.23,9.84,0.9999999999999438,1.0,3.5633781532181645,0.9999999999997193,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,8.0,1757954253.979891,641.1988750332966,37.4885371660348,3.6227524729029055,0.26210032190271604,2.596038481847503,2.195698869781975,1.7222895231198418,2.149978,3.15,4.11,6.71,0.825943284970046,1.0,0.4600397425765872,0.12971642485022955,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,9.0,1757954254.613704,627.6730420067906,37.4885371660348,4.351158676169022,0.31190951859632077,2.9617113392057157,2.475312908403058,2.0156139898181618,2.378145,2.66,3.33,4.74,0.8157061905135278,1.0,0.27851029077638667,0.07853095256763883,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,10.0,1757954254.619756,623.9643329754472,37.4885371660348,5.300621237649875,0.26108368801948395,2.8511894778216673,2.3874090540052744,1.9882600257058178,-0.378007,1.9,2.27,2.73,1.0,1.0,inf,1.0,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,12.0,1757954255.2519581,620.954499929212,37.4885371660348,5.059656195279023,0.27273209213765165,2.701815751157058,2.2852285521289106,1.9127640226946325,1.938373,2.2,2.6,3.2,0.4,2.0,0.0,0.0,rollout,2,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
1eba6fc9-b6dc-4e74-bd1b-fd0eb54531bf,1,default_experiment,A3C,42,11.0,1757954255.254721,629.9278750084341,37.4885371660348,4.108985788144831,0.27233772043052473,2.8934865531726714,2.4052859496088397,2.0274572855684667,2.410078,2.52,3.1,4.06,0.26666666666666666,3.0,0.0,0.0,rollout,1,1,,,,,,100,ConsumptionCar.exe,1757954252.669572,1757954287.910969
